AnlyTxHack__ExternalAccountId__c,Amount,CloseDate,AnlyTxHack__Company_Size__c,AnlyTxHack__Industry_Type__c,LeadSource,Name,AnlyTxHack__Opportunity_Source__c,AnlyTxHack__Region__c,StageName,Type,AnlyTxHack__Country__c
0012w00000Lz0YIAAZ,22240,11-06-2020 00:00,Over 201,Manufacturing,Seminar - Internal,Opportunity for Alexander278,Alliances,EMEA,Closed Won,New Business,Israel
0012w00000Lz0d8AAB,62400,12-06-2020 00:00,Over 201,Human Resource,Partner,Opportunity for Allison281,AE,NAM,Closed Won,New Business / Add-on,Australia
0012w00000Lz0cIAAR,657600,13-06-2020 00:00,26-200,Construction,Partner,Opportunity for Delgado355,AE,APAC,Closed Won,New Business,Austria
0012w00000Lz0YUAAZ,154353,25-01-2020 00:00,Over 201,Entertainment,Partner,Opportunity for Adams708,BDR,LATAM,Needs Analysis,New Business,United Arab Emirates
0012w00000Lz0U1AAJ,951000,26-01-2020 00:00,26-200,Travel,Word of mouth,Opportunity for Luna711,BDR,APAC,Closed Won,New Business,United States of America
0012w00000Lz0igAAB,286073,18-09-2020 00:00,26-200,Manufacturing,Employee Referral,Opportunity for Peterson1536,Marketing,EMEA,Closed Won,New Business,Belarus
0012w00000Lz0bBAAR,2386625,19-09-2020 00:00,26-200,Consumer Goods,Partner,Opportunity for Simon1538,Marketing,NAM,Closed Won,New Business,Brazil
0012w00000Lz0YrAAJ,45265,20-09-2020 00:00,26-200,Manufacturing,Web,Opportunity for Glover1542,Marketing,EMEA,Negotiation/Review,New Business,Belgium
0012w00000Lz0hXAAR,234750,22-09-2020 00:00,0-25,Human Resource,Employee Referral,Opportunity for Stevenson1907,BDR,NAM,Closed Lost,New Business / Add-on,China
0012w00000Lz0bCAAR,2721300,23-09-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Aguilar1908,AE,LATAM,Closed Won,Existing Business,United Arab Emirates
0012w00000Lz0bUAAR,1238650,24-09-2020 00:00,Over 201,Computer Software,Web,Opportunity for Anderson1911,Marketing,EMEA,Closed Lost,New Business / Add-on,United States of America
0012w00000Lz0i3AAB,913240,25-09-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Chandler1913,BDR,APAC,Closed Won,New Business / Add-on,India
0012w00000Lz0eTAAR,3072000,26-09-2020 00:00,26-200,Entertainment,Word of mouth,Opportunity for Walsh1918,AE,LATAM,Closed Won,New Business / Add-on,The United Kingdom
0012w00000Lz0ebAAB,3498250,27-09-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Gordon1919,BDR,NAM,Closed Lost,New Business,Russia
0012w00000Lz0e9AAB,551580,28-09-2020 00:00,0-25,Human Resource,Partner,Opportunity for White1920,Alliances,NAM,Closed Won,New Business,Canada
0012w00000Lz0e0AAB,358100,29-09-2020 00:00,Over 201,Consumer Goods,Partner,Opportunity for Powers1925,Marketing,NAM,Closed Won,New Business / Add-on,Israel
0012w00000Lz0XvAAJ,1316850,30-09-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Lloyd424,Marketing,LATAM,Closed Lost,New Business,Australia
0012w00000Lz0iSAAR,1802500,01-10-2020 00:00,Over 201,Manufacturing,Seminar - Internal,Opportunity for Reyes426,Marketing,EMEA,Closed Won,New Business,Austria
0012w00000Lz0jMAAR,340500,03-10-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Guerrero433,Marketing,EMEA,Closed Won,New Business,Belarus
0012w00000Lz0fSAAR,2317340,04-10-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Ramos435,Marketing,APAC,Closed Won,New Business / Add-on,Brazil
0012w00000Lz0emAAB,2449675,06-10-2020 00:00,Over 201,Construction,Partner,Opportunity for Estrada781,Alliances,APAC,Closed Won,New Business,Belgium
0012w00000Lz0VgAAJ,165000,07-10-2020 00:00,Over 201,Human Resource,Public Relations,Opportunity for Moody784,Marketing,NAM,Closed Won,New Business,China
0012w00000Lz0X9AAJ,185630,01-01-2020 00:00,Over 201,Human Resource,Advertisement,Opportunity for Phillips797,Alliances,NAM,Value Proposition,New Business,United Arab Emirates
0012w00000Lz0VfAAJ,637520,14-06-2020 00:00,Over 201,Entertainment,Advertisement,Opportunity for Bryant359,BDR,LATAM,Closed Won,New Business / Add-on,Belarus
0012w00000Lz0fZAAR,690210,15-06-2020 00:00,Over 201,Construction,Word of mouth,Opportunity for Wise361,Marketing,APAC,Prospecting,New Business,Brazil
0012w00000Lz0bNAAR,136464,16-06-2020 00:00,26-200,Computer Software,Employee Referral,Opportunity for Hunt362,Marketing,EMEA,Negotiation/Review,New Business,Belgium
0012w00000Lz0hlAAB,744440,17-06-2020 00:00,26-200,Human Resource,Seminar - Internal,Opportunity for Scott363,Marketing,NAM,Closed Won,New Business / Add-on,China
0012w00000Lz0hRAAR,2345840,18-06-2020 00:00,0-25,Manufacturing,Employee Referral,Opportunity for McCoy365,Alliances,EMEA,Perception Analysis,New Business,United Arab Emirates
0012w00000Lz0UlAAJ,266400,20-06-2020 00:00,0-25,Entertainment,Web,Opportunity for Rios369,AE,LATAM,Closed Lost,New Business / Add-on,United States of America
0012w00000Lz0fXAAR,209104,22-06-2020 00:00,Over 201,Travel,Employee Referral,Opportunity for Harrington373,BDR,APAC,Qualification,New Business,India
0012w00000Lz0ZcAAJ,582035,23-06-2020 00:00,0-25,Entertainment,Partner,Opportunity for Pearson374,AE,LATAM,Closed Won,New Business,The United Kingdom
0012w00000Lz0W1AAJ,18960,24-06-2020 00:00,0-25,Human Resource,Partner,Opportunity for Clayton375,AE,NAM,Qualification,New Business,Russia
0012w00000Lz0UcAAJ,1573350,25-06-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Mathis376,Alliances,APAC,Closed Won,New Business,Canada
0012w00000Lz0h6AAB,1318960,26-06-2020 00:00,Over 201,Manufacturing,Public Relations,Opportunity for Gray19,AE,EMEA,Closed Won,New Business,Israel
0012w00000Lz0WgAAJ,3039400,27-06-2020 00:00,26-200,Entertainment,Advertisement,Opportunity for Hawkins22,AE,LATAM,Needs Analysis,New Business,Australia
0012w00000Lz0fjAAB,1148850,29-06-2020 00:00,Over 201,Human Resource,Trade Show,Opportunity for Cox29,Marketing,NAM,Perception Analysis,Existing Business,Austria
0012w00000Lz0dLAAR,788800,30-06-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Butler33,BDR,LATAM,Closed Won,New Business / Add-on,Belarus
0012w00000Lz0hQAAR,88200,01-07-2020 00:00,Over 201,Human Resource,Trade Show,Opportunity for Alvarez35,BDR,NAM,Closed Won,Existing Business,Brazil
0012w00000Lz0hLAAR,390885,02-07-2020 00:00,0-25,Travel,Partner,Opportunity for Nunez37,AE,APAC,Closed Lost,New Business / Add-on,Belgium
0012w00000Lz0b6AAB,431194,04-07-2020 00:00,Over 201,Human Resource,Web,Opportunity for Stevens152,BDR,NAM,Closed Lost,Existing Business,China
0012w00000Lz0ZTAAZ,2218900,05-07-2020 00:00,Over 201,Construction,Public Relations,Opportunity for Vega154,BDR,APAC,Closed Won,New Business,United Arab Emirates
0012w00000Lz0UhAAJ,3173450,06-07-2020 00:00,Over 201,Travel,Web,Opportunity for Moss156,AE,APAC,Closed Lost,New Business / Add-on,United States of America
0012w00000Lz0jGAAR,276000,07-07-2020 00:00,26-200,Travel,Employee Referral,Opportunity for Hunt157,BDR,APAC,Value Proposition,New Business,India
0012w00000Lz0aSAAR,313425,08-07-2020 00:00,Over 201,Travel,Advertisement,Opportunity for Todd162,AE,APAC,Qualification,New Business / Add-on,The United Kingdom
0012w00000Lz0XvAAJ,389120,09-07-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Snyder164,AE,LATAM,Closed Won,New Business,Russia
0012w00000Lz0gvAAB,5280,11-07-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Robinson174,BDR,APAC,Closed Lost,New Business / Add-on,Canada
0012w00000Lz0V9AAJ,3145700,12-07-2020 00:00,0-25,Travel,Seminar - Internal,Opportunity for Cunningham175,BDR,APAC,Closed Lost,New Business / Add-on,Israel
0012w00000Lz0UqAAJ,1668500,13-07-2020 00:00,Over 201,Construction,Web,Opportunity for Bush283,AE,APAC,Closed Lost,New Business,Australia
0012w00000Lz0ZjAAJ,157900,14-07-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Pearson288,AE,LATAM,Qualification,New Business,Austria
0012w00000Lz0hIAAR,624510,15-07-2020 00:00,Over 201,Entertainment,Web,Opportunity for Higgins293,Marketing,LATAM,Closed Won,Existing Business,Belarus
0012w00000Lz0ZmAAJ,3168250,16-07-2020 00:00,26-200,Travel,Employee Referral,Opportunity for Armstrong296,BDR,APAC,Perception Analysis,New Business,Brazil
0012w00000Lz0djAAB,605000,17-07-2020 00:00,Over 201,Travel,Employee Referral,Opportunity for Francis298,AE,APAC,Closed Won,New Business / Add-on,Belgium
0012w00000Lz0jSAAR,115290,18-07-2020 00:00,26-200,Human Resource,Employee Referral,Opportunity for McBride299,Marketing,NAM,Closed Lost,New Business,China
0012w00000Lz0X3AAJ,397710,20-07-2020 00:00,Over 201,Manufacturing,Public Relations,Opportunity for Cross303,AE,EMEA,Closed Won,New Business,United Arab Emirates
0012w00000Lz0XaAAJ,5166200,21-07-2020 00:00,26-200,Entertainment,Word of mouth,Opportunity for Figueroa377,Alliances,LATAM,Closed Won,New Business / Add-on,United States of America
0012w00000Lz0jLAAR,789160,22-07-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Collins378,Marketing,NAM,Closed Won,New Business,India
0012w00000Lz0XLAAZ,51480,23-07-2020 00:00,Over 201,Consumer Goods,Employee Referral,Opportunity for May386,Alliances,NAM,Closed Won,New Business,The United Kingdom
0012w00000Lz0hPAAR,2022400,24-07-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Hart387,BDR,LATAM,Closed Won,New Business / Add-on,Russia
0012w00000Lz0bAAAR,2124300,25-07-2020 00:00,0-25,Construction,Partner,Opportunity for Perry395,Marketing,APAC,Needs Analysis,New Business,Canada
0012w00000Lz0Z5AAJ,1405500,26-07-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Nunez399,Marketing,EMEA,Closed Won,New Business / Add-on,Israel
0012w00000Lz0dQAAR,329425,27-07-2020 00:00,Over 201,Construction,Partner,Opportunity for Goodwin400,Marketing,APAC,Closed Won,New Business / Add-on,Australia
0012w00000Lz0gVAAR,412385,28-07-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Diaz177,BDR,LATAM,Needs Analysis,New Business,Austria
0012w00000Lz0U4AAJ,449700,29-07-2020 00:00,Over 201,Consumer Goods,Word of mouth,Opportunity for Shaw178,Alliances,NAM,Negotiation/Review,New Business,Belarus
0012w00000Lz0e8AAB,39960,30-07-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Lambert182,AE,LATAM,Needs Analysis,New Business / Add-on,Brazil
0012w00000Lz0YgAAJ,2859100,01-08-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Barber186,Alliances,APAC,Closed Won,New Business,Belgium
0012w00000Lz0WuAAJ,238018,02-08-2020 00:00,0-25,Entertainment,Word of mouth,Opportunity for Rogers193,BDR,LATAM,Qualification,New Business / Add-on,China
0012w00000Lz0WvAAJ,40380,03-08-2020 00:00,26-200,Human Resource,Trade Show,Opportunity for Frazier196,BDR,NAM,Perception Analysis,New Business / Add-on,United Arab Emirates
0012w00000Lz0X3AAJ,155600,04-08-2020 00:00,Over 201,Manufacturing,Public Relations,Opportunity for Phelps203,Alliances,EMEA,Closed Won,New Business,United States of America
0012w00000Lz0jTAAR,676500,05-08-2020 00:00,0-25,Manufacturing,Word of mouth,Opportunity for Phelps205,AE,EMEA,Closed Won,Existing Business,India
0012w00000Lz0gzAAB,1411200,06-08-2020 00:00,26-200,Manufacturing,Word of mouth,Opportunity for Morton406,BDR,EMEA,Closed Won,New Business / Add-on,The United Kingdom
0012w00000Lz0dsAAB,218798,07-08-2020 00:00,0-25,Construction,Partner,Opportunity for Porter410,AE,APAC,Closed Won,Existing Business,Russia
0012w00000Lz0XVAAZ,411166,08-08-2020 00:00,26-200,Manufacturing,Web,Opportunity for McKenzie412,Alliances,EMEA,Closed Won,New Business / Add-on,Canada
0012w00000Lz0fDAAR,591520,09-08-2020 00:00,0-25,Computer Software,Partner,Opportunity for Clark413,Marketing,EMEA,Value Proposition,New Business,Israel
0012w00000Lz0ZJAAZ,466560,10-08-2020 00:00,0-25,Manufacturing,Employee Referral,Opportunity for Abbott414,Marketing,EMEA,Closed Won,New Business,Australia
0012w00000Lz0ehAAB,142400,11-08-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for West206,AE,LATAM,Closed Won,New Business,Austria
0012w00000Lz0ZhAAJ,254886,12-08-2020 00:00,0-25,Construction,Partner,Opportunity for Horton207,AE,APAC,Closed Won,New Business,Belarus
0012w00000Lz0ZJAAZ,980500,13-08-2020 00:00,0-25,Manufacturing,Partner,Opportunity for Huff45,Marketing,EMEA,Closed Lost,New Business,Brazil
0012w00000Lz0b0AAB,11883,14-08-2020 00:00,Over 201,Manufacturing,Word of mouth,Opportunity for Johnston49,Marketing,EMEA,Closed Lost,Existing Business,Belgium
0012w00000Lz0aUAAR,77270,15-08-2020 00:00,26-200,Construction,Word of mouth,Opportunity for Potter50,AE,APAC,Negotiation/Review,New Business,China
0012w00000Lz0YEAAZ,857500,16-08-2020 00:00,26-200,Construction,Word of mouth,Opportunity for Jordan57,Marketing,APAC,Closed Won,New Business / Add-on,United Arab Emirates
0012w00000Lz0UAAAZ,353136,17-08-2020 00:00,26-200,Construction,Public Relations,Opportunity for Moss58,AE,APAC,Prospecting,New Business / Add-on,United States of America
0012w00000Lz0WFAAZ,465500,18-08-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Bowen59,Marketing,NAM,Closed Won,Existing Business,India
0012w00000Lz0ZBAAZ,874780,20-08-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Lowe69,AE,NAM,Closed Won,New Business,The United Kingdom
0012w00000Lz0ggAAB,466893,21-08-2020 00:00,26-200,Computer Software,Word of mouth,Opportunity for Schwartz75,BDR,EMEA,Closed Won,New Business / Add-on,Russia
0012w00000Lz0YxAAJ,4357300,22-08-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Morales81,Marketing,NAM,Proposal/Price Quote,New Business,Canada
0012w00000Lz0X1AAJ,4067300,23-08-2020 00:00,Over 201,Entertainment,Public Relations,Opportunity for Saunders86,Alliances,LATAM,Closed Won,New Business / Add-on,Israel
0012w00000Lz0bRAAR,1790440,24-08-2020 00:00,0-25,Human Resource,Partner,Opportunity for Adams87,AE,NAM,Closed Won,New Business / Add-on,Australia
0012w00000Lz0WhAAJ,68600,25-08-2020 00:00,0-25,Human Resource,Partner,Opportunity for Hughes209,Marketing,NAM,Value Proposition,Existing Business,Austria
0012w00000Lz0YlAAJ,123280,27-08-2020 00:00,Over 201,Travel,Trade Show,Opportunity for Lopez212,AE,APAC,Closed Lost,Existing Business,United States of America
0012w00000Lz0azAAB,601500,28-08-2020 00:00,26-200,Human Resource,Advertisement,Opportunity for Guzman213,BDR,NAM,Closed Won,New Business / Add-on,India
0012w00000Lz0j8AAB,2294400,29-08-2020 00:00,Over 201,Manufacturing,Employee Referral,Opportunity for Cain216,Alliances,EMEA,Closed Won,New Business,The United Kingdom
0012w00000Lz0UcAAJ,1113000,30-08-2020 00:00,Over 201,Construction,Word of mouth,Opportunity for Johnson217,AE,APAC,Closed Won,Existing Business,Russia
0012w00000Lz0VvAAJ,2920800,01-09-2020 00:00,0-25,Manufacturing,Trade Show,Opportunity for Becker221,AE,EMEA,Qualification,New Business / Add-on,Canada
0012w00000Lz0YOAAZ,466200,02-09-2020 00:00,Over 201,Human Resource,Partner,Opportunity for McCoy227,Marketing,NAM,Closed Won,New Business / Add-on,Israel
0012w00000Lz0YPAAZ,1844200,03-09-2020 00:00,Over 201,Manufacturing,Public Relations,Opportunity for Lee231,Marketing,EMEA,Closed Lost,New Business,Australia
0012w00000Lz0VTAAZ,17000,04-09-2020 00:00,Over 201,Manufacturing,Public Relations,Opportunity for Burns308,AE,EMEA,Closed Lost,Existing Business,Austria
0012w00000Lz0bBAAR,852720,05-09-2020 00:00,26-200,Consumer Goods,Employee Referral,Opportunity for Smith309,BDR,NAM,Closed Won,New Business,Belarus
0012w00000Lz0TwAAJ,395835,06-09-2020 00:00,Over 201,Construction,Word of mouth,Opportunity for Pope310,AE,APAC,Proposal/Price Quote,Existing Business,Brazil
0012w00000Lz0jLAAR,2887700,07-09-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Tyler313,BDR,NAM,Perception Analysis,Existing Business,Belgium
0012w00000Lz0fVAAR,32480,08-09-2020 00:00,0-25,Human Resource,Partner,Opportunity for McGee320,BDR,NAM,Perception Analysis,Existing Business,China
0012w00000Lz0fiAAB,4561,09-09-2020 00:00,26-200,Entertainment,Employee Referral,Opportunity for Olson321,AE,LATAM,Closed Won,Existing Business,United Arab Emirates
0012w00000Lz0d9AAB,1207960,10-09-2020 00:00,Over 201,Manufacturing,Employee Referral,Opportunity for Holland322,BDR,EMEA,Closed Won,Existing Business,United States of America
0012w00000Lz0U4AAJ,720875,12-09-2020 00:00,Over 201,Consumer Goods,Partner,Opportunity for Castillo325,AE,NAM,Qualification,New Business,India
0012w00000Lz0bOAAR,2454990,13-09-2020 00:00,Over 201,Construction,Partner,Opportunity for Klein103,Marketing,APAC,Qualification,Existing Business,The United Kingdom
0012w00000Lz0WeAAJ,2855840,14-09-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Ramirez108,AE,APAC,Closed Lost,New Business,Russia
0012w00000Lz0jeAAB,65070,15-09-2020 00:00,26-200,Consumer Goods,Employee Referral,Opportunity for Jones110,AE,NAM,Closed Lost,New Business / Add-on,Canada
0012w00000Lz0UPAAZ,1498260,16-09-2020 00:00,26-200,Consumer Goods,Word of mouth,Opportunity for Adkins111,Alliances,NAM,Closed Lost,Existing Business,Israel
0012w00000Lz0TwAAJ,140105,17-09-2020 00:00,Over 201,Construction,Partner,Opportunity for Lynch113,AE,APAC,Closed Won,New Business,Australia
0012w00000Lz0j4AAB,1010900,18-09-2020 00:00,26-200,Construction,Trade Show,Opportunity for Carroll233,AE,APAC,Needs Analysis,New Business / Add-on,Austria
0012w00000Lz0dCAAR,3847700,19-09-2020 00:00,26-200,Construction,Word of mouth,Opportunity for Murphy234,AE,APAC,Closed Won,Existing Business,Belarus
0012w00000Lz0dzAAB,257198,20-09-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Butler235,AE,APAC,Closed Lost,Existing Business,Brazil
0012w00000Lz0WeAAJ,620200,21-09-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Rodgers237,Alliances,APAC,Closed Won,New Business / Add-on,Belgium
0012w00000Lz0YSAAZ,256275,22-09-2020 00:00,0-25,Construction,Seminar - Internal,Opportunity for Willis238,AE,APAC,Closed Won,New Business,China
0012w00000Lz0VXAAZ,289140,24-09-2020 00:00,0-25,Consumer Goods,Employee Referral,Opportunity for Barnett252,AE,NAM,Closed Lost,Existing Business,United Arab Emirates
0012w00000Lz0WnAAJ,1259840,25-09-2020 00:00,0-25,Entertainment,Advertisement,Opportunity for Cooper256,BDR,LATAM,Closed Won,Existing Business,United States of America
0012w00000Lz0YSAAZ,773640,26-09-2020 00:00,0-25,Construction,Trade Show,Opportunity for Campbell329,Marketing,APAC,Closed Won,New Business,India
0012w00000Lz0UuAAJ,1567780,27-09-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Reynolds330,AE,EMEA,Closed Lost,New Business / Add-on,The United Kingdom
0012w00000Lz0VFAAZ,526200,28-09-2020 00:00,0-25,Manufacturing,Employee Referral,Opportunity for Fletcher332,AE,EMEA,Needs Analysis,New Business / Add-on,Russia
0012w00000Lz0XOAAZ,3612800,29-09-2020 00:00,26-200,Manufacturing,Employee Referral,Opportunity for Shaw336,Marketing,EMEA,Closed Won,New Business / Add-on,Canada
0012w00000Lz0c4AAB,524400,01-10-2020 00:00,Over 201,Construction,Partner,Opportunity for Brooks342,Marketing,APAC,Closed Won,New Business,Israel
0012w00000Lz0idAAB,749210,02-10-2020 00:00,Over 201,Consumer Goods,Partner,Opportunity for Gomez345,AE,NAM,Closed Won,New Business,Australia
0012w00000Lz0ZzAAJ,987000,03-10-2020 00:00,0-25,Manufacturing,Partner,Opportunity for Lamb346,BDR,EMEA,Closed Lost,New Business,Austria
0012w00000Lz0YGAAZ,489886,04-10-2020 00:00,0-25,Entertainment,Trade Show,Opportunity for Fuller347,AE,LATAM,Closed Won,New Business,Belarus
0012w00000Lz0bVAAR,583800,06-10-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Murray689,AE,APAC,Closed Lost,New Business,Brazil
0012w00000Lz0iPAAR,43355,02-01-2020 00:00,0-25,Consumer Goods,Trade Show,Opportunity for Ingram699,Marketing,NAM,Perception Analysis,Existing Business,Belgium
0012w00000Lz0UxAAJ,3306425,04-01-2020 00:00,0-25,Construction,Web,Opportunity for Weber1078,BDR,APAC,Closed Won,New Business / Add-on,China
