AnlyTxHack__ExternalAccountId__c,AMOUNT,CLOSEDATE,AnlyTxHack__Company_Size__c,AnlyTxHack__Country__c,AnlyTxHack__Industry_Type__c,LEADSOURCE,NAME,STAGENAME,TYPE
0012w00000LRfgLAAT,1540000,2020-03-28,26-200,Israel,Manufacturing,Web,Opportunity for Steele1680,Negotiation/Review,Existing Business
0012w00000LRfpxAAD,2218900,2020-03-28,Over 201,The United Kingdom,Construction,Web,Opportunity for Pittman483,Closed Won,Existing Business
0012w00000LRfkxAAD,2288250,2020-03-28,26-200,Israel,Manufacturing,Trade Show,Opportunity for Mendez1036,Closed Won,New Business / Add-on
0012w00000LRfjcAAD,1093390,2020-03-28,26-200,Belgium,Consumer Goods,Word of mouth,Opportunity for Malone1500,Closed Lost,New Business / Add-on
0012w00000LRfiaAAD,25450,2020-03-28,26-200,The United Kingdom,Construction,Word of mouth,Opportunity for Potter50,Negotiation/Review,New Business
0012w00000LRfjEAAT,465500,2020-03-28,26-200,Australia,Entertainment,Public Relations,Opportunity for Moss58,Prospecting,New Business / Add-on
0012w00000LRfupAAD,1032260,2020-03-28,Over 201,The United Kingdom,Health Care,Employee Referral,Opportunity for Morris829,Closed Won,New Business
0012w00000LRfhlAAD,1241390,2020-03-29,26-200,Australia,Entertainment,Partner,Opportunity for Long1689,Closed Lost,Existing Business
0012w00000LRfhdAAD,3173450,2020-03-29,26-200,Russia,Consumer Goods,Partner,Opportunity for Sanchez828,Qualification,New Business
0012w00000LRfutAAD,52440,2020-03-29,0-25,The United Kingdom,Travel,Word of mouth,Opportunity for Medina832,Qualification,Existing Business
0012w00000LRfuQAAT,736250,2020-03-29,26-200,Russia,Construction,Word of mouth,Opportunity for Jordan57,Closed Won,New Business / Add-on
0012w00000LRfv2AAD,2550000,2020-03-29,0-25,India,Computer Software,Word of mouth,Opportunity for Ortiz1039,Prospecting,New Business
0012w00000LRfncAAD,19640,2020-03-29,Over 201,The United Kingdom,Computer Software,Employee Referral,Opportunity for Wise1501,Prospecting,New Business / Add-on
0012w00000LRfpUAAT,2505200,2020-03-29,Over 201,United States of America,Health Care,Employee Referral,Opportunity for Bowen59,Closed Won,Existing Business
0012w00000LRfvbAAD,1153670,2020-03-30,26-200,Russia,Entertainment,Trade Show,Opportunity for Nash833,Closed Lost,New Business / Add-on
0012w00000LRfkkAAD,202174,2020-03-30,Over 201,China,Consumer Goods,Word of mouth,Opportunity for McDonald1503,Qualification,New Business
0012w00000LRfgFAAT,874780,2020-03-30,Over 201,India,Travel,Trade Show,Opportunity for Bennett62,Qualification,New Business / Add-on
0012w00000LRfjEAAT,3251640,2020-03-30,26-200,Canada,Construction,Public Relations,Opportunity for Moss58,Prospecting,New Business / Add-on
0012w00000LRfvtAAD,459280,2020-03-30,Over 201,Australia,Computer Software,Word of mouth,Opportunity for Lopez1040,Closed Lost,Existing Business
0012w00000LRfupAAD,276000,2020-03-30,Over 201,Canada,Health Care,Employee Referral,Opportunity for Morris829,Closed Won,New Business
0012w00000LRfmfAAD,1592500,2020-03-30,Over 201,Israel,Health Care,Word of mouth,Opportunity for Barnett1692,Closed Won,New Business
0012w00000LRfv9AAD,805000,2020-03-31,26-200,Canada,Computer Software,Employee Referral,Opportunity for Mendoza841,Closed Won,New Business / Add-on
0012w00000LRfvyAAD,125340,2020-03-31,0-25,Austria,Entertainment,Partner,Opportunity for Figueroa1695,Proposal/Price Quote,New Business
0012w00000LRfutAAD,313425,2020-03-31,0-25,Russia,Travel,Word of mouth,Opportunity for Medina832,Qualification,Existing Business
0012w00000LRfqrAAD,128265,2020-03-31,Over 201,Australia,Manufacturing,Partner,Opportunity for Houston1041,Closed Won,New Business
0012w00000LRfgKAAT,466893,2020-03-31,Over 201,India,Health Care,Employee Referral,Opportunity for Lowe69,Closed Won,New Business
0012w00000LRfpUAAT,2728890,2020-03-31,Over 201,Canada,Health Care,Employee Referral,Opportunity for Bowen59,Closed Won,Existing Business
0012w00000LRfptAAD,211050,2020-03-31,0-25,United Arab Emirates,Health Care,Word of mouth,Opportunity for Oliver1504,Closed Won,New Business / Add-on
0012w00000LRfqlAAD,2049800,2020-04-01,26-200,Belarus,Travel,Partner,Opportunity for Watkins1701,Value Proposition,New Business
0012w00000LRfvbAAD,389120,2020-04-01,26-200,Israel,Entertainment,Trade Show,Opportunity for Nash833,Closed Lost,New Business / Add-on
0012w00000LRfjyAAD,357300,2020-04-01,26-200,Brazil,Computer Software,Word of mouth,Opportunity for Schwartz75,Prospecting,New Business / Add-on
0012w00000LRftyAAD,79550,2020-04-01,Over 201,Austria,Consumer Goods,Web,Opportunity for Jackson1400,Closed Won,New Business
0012w00000LRfgFAAT,430330,2020-04-01,Over 201,Brazil,Travel,Trade Show,Opportunity for Bennett62,Closed Lost,New Business / Add-on
0012w00000LRfnyAAD,3198400,2020-04-01,0-25,Israel,Entertainment,Word of mouth,Opportunity for Thomas843,Closed Lost,New Business
0012w00000LRfgDAAT,104940,2020-04-01,Over 201,United States of America,Health Care,Seminar - Internal,Opportunity for Norris1506,Closed Won,New Business
0012w00000LRftqAAD,895290,2020-04-02,Over 201,Australia,Construction,Word of mouth,Opportunity for Hughes845,Needs Analysis,New Business
0012w00000LRfv9AAD,1241600,2020-04-02,26-200,The United Kingdom,Computer Software,Employee Referral,Opportunity for Mendoza841,Prospecting,New Business / Add-on
0012w00000LRfs2AAD,4805100,2020-04-02,Over 201,China,Computer Software,Advertisement,Opportunity for Hardy1507,Prospecting,New Business
0012w00000LRfhUAAT,3513380,2020-04-02,0-25,Belarus,Entertainment,Trade Show,Opportunity for Gutierrez1402,Closed Lost,New Business / Add-on
0012w00000LRfolAAD,108630,2020-04-02,Over 201,Australia,Health Care,Employee Referral,Opportunity for Long562,Closed Won,New Business / Add-on
0012w00000LRfgKAAT,2684465,2020-04-02,Over 201,Belgium,Health Care,Employee Referral,Opportunity for Lowe69,Closed Won,New Business
0012w00000LRfg5AAD,67300,2020-04-02,Over 201,The United Kingdom,Health Care,Employee Referral,Opportunity for Morales81,Closed Won,New Business
0012w00000LRfshAAD,260500,2020-04-03,Over 201,Austria,Construction,Web,Opportunity for Weber1216,Closed Lost,New Business / Add-on
0012w00000LRfjZAAT,48440,2020-04-03,Over 201,Brazil,Travel,Word of mouth,Opportunity for Schneider564,Prospecting,New Business / Add-on
0012w00000LRfiwAAD,3555960,2020-04-03,26-200,Austria,Travel,Advertisement,Opportunity for Dixon1405,Prospecting,New Business
0012w00000LRfjyAAD,105210,2020-04-03,26-200,India,Computer Software,Word of mouth,Opportunity for Schwartz75,Prospecting,New Business / Add-on
0012w00000LRfrcAAD,1790440,2020-04-03,Over 201,Austria,Entertainment,Public Relations,Opportunity for Saunders86,Closed Lost,New Business / Add-on
0012w00000LRfnyAAD,5280,2020-04-03,0-25,Australia,Entertainment,Word of mouth,Opportunity for Thomas843,Closed Lost,New Business
0012w00000LRfosAAD,3390620,2020-04-03,Over 201,Russia,Health Care,Advertisement,Opportunity for Nguyen1510,Closed Won,New Business
0012w00000LRfodAAD,1750,2020-04-04,Over 201,Belarus,Travel,Advertisement,Opportunity for Greene1220,Needs Analysis,New Business
0012w00000LRfmFAAT,122200,2020-04-04,Over 201,Belgium,Consumer Goods,Trade Show,Opportunity for Reese570,Negotiation/Review,New Business
0012w00000LRftqAAD,3145700,2020-04-04,Over 201,Austria,Construction,Word of mouth,Opportunity for Hughes845,Needs Analysis,New Business
0012w00000LRfveAAD,17621,2020-04-04,26-200,Australia,Travel,Partner,Opportunity for Garrett1512,Closed Lost,New Business
0012w00000LRfkmAAD,68600,2020-04-04,0-25,Russia,Health Care,Partner,Opportunity for Adams87,Closed Won,New Business / Add-on
0012w00000LRfqHAAT,96977,2020-04-04,Over 201,The United Kingdom,Health Care,Web,Opportunity for Cobb1406,Closed Won,New Business
0012w00000LRfg5AAD,99600,2020-04-04,Over 201,Canada,Health Care,Employee Referral,Opportunity for Morales81,Closed Won,New Business
0012w00000LRftAAAT,323550,2020-04-05,0-25,Brazil,Construction,Advertisement,Opportunity for Carpenter1221,Closed Won,New Business
0012w00000LRfmjAAD,2400250,2020-04-05,Over 201,India,Construction,Employee Referral,Opportunity for Bell1517,Closed Won,New Business / Add-on
0012w00000LRfshAAD,1668500,2020-04-05,Over 201,Belarus,Construction,Web,Opportunity for Weber1216,Closed Lost,New Business / Add-on
0012w00000LRfucAAD,2254450,2020-04-05,26-200,Belarus,Travel,Public Relations,Opportunity for Hunt578,Closed Lost,New Business
0012w00000LRfrcAAD,16843,2020-04-05,Over 201,Israel,Entertainment,Public Relations,Opportunity for Saunders86,Closed Lost,New Business / Add-on
0012w00000LRfqjAAD,3464115,2020-04-05,0-25,Belarus,Health Care,Partner,Opportunity for Hughes209,Closed Won,Existing Business
0012w00000LRfo9AAD,644000,2020-04-05,26-200,Brazil,Health Care,Seminar - Internal,Opportunity for Graves1407,Closed Won,New Business
0012w00000LRfodAAD,17900,2020-04-06,Over 201,Israel,Travel,Advertisement,Opportunity for Greene1220,Needs Analysis,New Business
0012w00000LRfqlAAD,23280,2020-04-06,26-200,Canada,Travel,Seminar - Internal,Opportunity for Aguilar210,Closed Won,New Business
0012w00000LRfo5AAD,802000,2020-04-06,26-200,Russia,Computer Software,Employee Referral,Opportunity for Maxwell1410,Closed Lost,New Business
0012w00000LRfo5AAD,5023650,2020-04-06,26-200,Israel,Computer Software,Employee Referral,Opportunity for Rios1882,Closed Lost,New Business / Add-on
0012w00000LRfm2AAD,2807700,2020-04-06,26-200,China,Entertainment,Employee Referral,Opportunity for Watson580,Closed Lost,New Business / Add-on
0012w00000LRfj1AAD,14720,2020-04-06,0-25,United States of America,Health Care,Partner,Opportunity for Spencer1223,Closed Won,New Business
0012w00000LRfkmAAD,680,2020-04-06,0-25,China,Health Care,Partner,Opportunity for Adams87,Closed Won,New Business / Add-on
0012w00000LRfkkAAD,133017,2020-04-07,Over 201,Belgium,Consumer Goods,Partner,Opportunity for Romero1224,Perception Analysis,New Business
0012w00000LRfvMAAT,601500,2020-04-07,Over 201,Brazil,Travel,Trade Show,Opportunity for Lopez212,Closed Lost,Existing Business
0012w00000LRfmUAAT,413101,2020-04-07,26-200,The United Kingdom,Construction,Public Relations,Opportunity for Barker1887,Closed Won,New Business / Add-on
0012w00000LRftAAAT,624510,2020-04-07,0-25,Brazil,Construction,Advertisement,Opportunity for Carpenter1221,Closed Won,New Business
0012w00000LRfrUAAT,2276590,2020-04-07,0-25,United Arab Emirates,Entertainment,Word of mouth,Opportunity for Carr581,Closed Lost,New Business
0012w00000LRfhVAAT,1423890,2020-04-07,0-25,Belgium,Health Care,Employee Referral,Opportunity for Perez1411,Closed Won,New Business
0012w00000LRfqjAAD,1224345,2020-04-07,0-25,Australia,Health Care,Partner,Opportunity for Hughes209,Closed Won,Existing Business
0012w00000LRftFAAT,2641175,2020-04-08,26-200,China,Travel,Seminar - Internal,Opportunity for Young1227,Closed Lost,New Business / Add-on
0012w00000LRfncAAD,3428800,2020-04-08,Over 201,Russia,Computer Software,Seminar - Internal,Opportunity for Daniel1888,Closed Lost,Existing Business
0012w00000LRfp6AAD,328949,2020-04-08,Over 201,United States of America,Construction,Partner,Opportunity for Butler582,Closed Lost,New Business
0012w00000LRfq5AAD,2183750,2020-04-08,0-25,China,Consumer Goods,Advertisement,Opportunity for Martin1417,Closed Lost,New Business
0012w00000LRfqlAAD,201572,2020-04-08,26-200,Belgium,Travel,Seminar - Internal,Opportunity for Aguilar210,Closed Lost,New Business
0012w00000LRfjXAAT,2294400,2020-04-08,26-200,China,Health Care,Advertisement,Opportunity for Guzman213,Closed Won,New Business / Add-on
0012w00000LRfj1AAD,3168250,2020-04-08,0-25,India,Health Care,Partner,Opportunity for Spencer1223,Closed Won,New Business
0012w00000LRfgzAAD,2207200,2020-04-09,0-25,United Arab Emirates,Manufacturing,Web,Opportunity for Paul1228,Closed Won,Existing Business
0012w00000LRfr8AAD,1113000,2020-04-09,Over 201,Belgium,Manufacturing,Employee Referral,Opportunity for Cain216,Closed Won,New Business
0012w00000LRfg6AAD,41580,2020-04-09,Over 201,Canada,Manufacturing,Web,Opportunity for Phillips1889,Negotiation/Review,New Business / Add-on
0012w00000LRfnXAAT,3163400,2020-04-09,26-200,India,Travel,Public Relations,Opportunity for Johnston583,Closed Lost,New Business
0012w00000LRfkkAAD,605000,2020-04-09,Over 201,Belgium,Consumer Goods,Partner,Opportunity for Romero1224,Perception Analysis,New Business
0012w00000LRfvMAAT,386375,2020-04-09,Over 201,Austria,Travel,Trade Show,Opportunity for Lopez212,Closed Lost,Existing Business
0012w00000LRfm1AAD,1043830,2020-04-09,Over 201,Russia,Health Care,Word of mouth,Opportunity for Dawson1421,Closed Won,New Business / Add-on
0012w00000LRfuZAAT,100040,2020-04-10,Over 201,United States of America,Entertainment,Partner,Opportunity for Higgins1229,Closed Lost,New Business / Add-on
0012w00000LRftFAAT,115290,2020-04-10,26-200,China,Travel,Seminar - Internal,Opportunity for Young1227,Closed Lost,New Business / Add-on
0012w00000LRfrvAAD,1635400,2020-04-10,0-25,Belarus,Computer Software,Employee Referral,Opportunity for Dunn946,Closed Lost,New Business / Add-on
0012w00000LRflIAAT,150043,2020-04-10,Over 201,China,Entertainment,Word of mouth,Opportunity for Johnson217,Closed Lost,Existing Business
0012w00000LRfq6AAD,3712300,2020-04-10,26-200,United Arab Emirates,Entertainment,Web,Opportunity for Hines1779,Closed Lost,Existing Business
0012w00000LRfiFAAT,1314185,2020-04-10,0-25,Israel,Health Care,Employee Referral,Opportunity for Hall1897,Closed Won,New Business
0012w00000LRfjXAAT,2649820,2020-04-10,26-200,United Arab Emirates,Health Care,Advertisement,Opportunity for Guzman213,Closed Won,New Business / Add-on
0012w00000LRfszAAD,4708010,2020-04-11,Over 201,India,Manufacturing,Word of mouth,Opportunity for Brown1230,Needs Analysis,New Business / Add-on
0012w00000LRfibAAD,73903,2020-04-11,Over 201,Israel,Consumer Goods,Web,Opportunity for Lee759,Closed Won,New Business
0012w00000LRflBAAT,163800,2020-04-11,Over 201,The United Kingdom,Manufacturing,Advertisement,Opportunity for Davis947,Negotiation/Review,Existing Business
0012w00000LRfgzAAD,458680,2020-04-11,0-25,United Arab Emirates,Manufacturing,Web,Opportunity for Paul1228,Closed Won,Existing Business
0012w00000LRfpPAAT,2920800,2020-04-11,Over 201,India,Travel,Word of mouth,Opportunity for Santos218,Closed Lost,Existing Business
0012w00000LRflaAAD,18900,2020-04-11,Over 201,United States of America,Manufacturing,Web,Opportunity for Morrison1784,Closed Won,New Business / Add-on
0012w00000LRfr8AAD,1979000,2020-04-11,Over 201,Belarus,Manufacturing,Employee Referral,Opportunity for Cain216,Closed Won,New Business
0012w00000LRfoVAAT,466200,2020-04-12,0-25,United Arab Emirates,Manufacturing,Trade Show,Opportunity for Becker221,Qualification,New Business / Add-on
0012w00000LRfiKAAT,1261290,2020-04-12,Over 201,Russia,Consumer Goods,Seminar - Internal,Opportunity for Stokes949,Closed Won,Existing Business
0012w00000LRfuZAAT,397710,2020-04-12,Over 201,United States of America,Entertainment,Partner,Opportunity for Higgins1229,Closed Lost,New Business / Add-on
0012w00000LRflIAAT,1183700,2020-04-12,Over 201,Brazil,Construction,Word of mouth,Opportunity for Johnson217,Closed Won,Existing Business
0012w00000LRfq2AAD,1241900,2020-04-12,Over 201,Belarus,Travel,Advertisement,Opportunity for Paul1791,Prospecting,New Business
0012w00000LRfgnAAD,2177800,2020-04-12,0-25,United Arab Emirates,Computer Software,Employee Referral,Opportunity for Walters765,Prospecting,New Business
0012w00000LRfrrAAD,2604140,2020-04-12,Over 201,The United Kingdom,Entertainment,Partner,Opportunity for Bass1237,Closed Lost,New Business / Add-on
0012w00000LRfkAAAT,831100,2020-04-13,26-200,Russia,Consumer Goods,Web,Opportunity for Barton1587,Closed Lost,New Business / Add-on
0012w00000LRfrHAAT,640000,2020-04-13,Over 201,Australia,Manufacturing,Partner,Opportunity for Drake768,Closed Won,Existing Business
0012w00000LRfgoAAD,193757,2020-04-13,0-25,Canada,Construction,Partner,Opportunity for Bryant952,Closed Won,New Business / Add-on
0012w00000LRfszAAD,5166200,2020-04-13,Over 201,India,Manufacturing,Word of mouth,Opportunity for Brown1230,Needs Analysis,New Business / Add-on
0012w00000LRfl6AAD,343000,2020-04-13,Over 201,Canada,Computer Software,Public Relations,Opportunity for Andrews1792,Closed Lost,New Business / Add-on
0012w00000LRfpPAAT,2894390,2020-04-13,Over 201,China,Travel,Word of mouth,Opportunity for Santos218,Closed Lost,Existing Business
0012w00000LRfuaAAD,1844200,2020-04-13,Over 201,United Arab Emirates,Health Care,Partner,Opportunity for McCoy227,Closed Won,New Business / Add-on
0012w00000LRfubAAD,17000,2020-04-14,Over 201,United States of America,Manufacturing,Public Relations,Opportunity for Lee231,Closed Lost,New Business
0012w00000LRfkNAAT,249600,2020-04-14,Over 201,Canada,Construction,Web,Opportunity for Kelley1593,Closed Won,New Business
0012w00000LRfq9AAD,1885475,2020-04-14,Over 201,Israel,Entertainment,Employee Referral,Opportunity for Salazar953,Needs Analysis,New Business
0012w00000LRfvTAAT,424600,2020-04-14,Over 201,India,Consumer Goods,Web,Opportunity for Guzman1793,Closed Won,New Business / Add-on
0012w00000LRfoVAAT,1471800,2020-04-14,0-25,Belgium,Manufacturing,Trade Show,Opportunity for Becker221,Qualification,New Business / Add-on
0012w00000LRfiSAAT,1138360,2020-04-14,26-200,Australia,Computer Software,Trade Show,Opportunity for Elliott770,Closed Lost,New Business
0012w00000LRfrrAAD,789160,2020-04-14,Over 201,The United Kingdom,Entertainment,Partner,Opportunity for Bass1237,Needs Analysis,New Business / Add-on
0012w00000LRfnhAAD,852720,2020-04-15,Over 201,India,Manufacturing,Public Relations,Opportunity for Burns308,Closed Lost,Existing Business
0012w00000LRfpZAAT,1488450,2020-04-15,26-200,The United Kingdom,Computer Software,Public Relations,Opportunity for Watson1794,Needs Analysis,New Business / Add-on
0012w00000LRfkAAAT,51480,2020-04-15,26-200,Russia,Consumer Goods,Web,Opportunity for Barton1587,Closed Lost,New Business / Add-on
